Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Spencer Steer","CIN",146,568,21,66,75,7,0.089788732,0.227112676,0.172888016,0.27700831,0.237721021,0.312169312,0.410609037,0.315815327554363,0.2921964496585494,97.04870123388791,-0.44436158798635006,-2.4311687540213196,-7.090264081954956,0.9592888271182829,"Spencer Steer",26323,668715
"Luis Arraez","SDP",154,675,8,66,61,11,0.05037037,0.031111111,0.1,0.289297658,0.291935483,0.32730015,0.391935483,0.3134299959891882,0.3003057268573952,104.03341947572119,-0.46238874085247517,2.7644062166189283,-16.563055992126465,0.8858999677542558,"Luis Arraez",18568,650333
"Spencer Torkelson","DET",155,649,31,82,78,2,0.110939907,0.260400616,0.21669627,0.282608695,0.239786856,0.332819722,0.456483126,0.3386429640034309,0.33407528700761807,117.5714949331538,-0.48784747906029224,12.952979274846081,-12.355383455753326,2.346549911203422,"Spencer Torkelson",27465,679529
"Kyle Manzardo","CLE",142,531,27,47,70,2,0.09039548,0.254237288,0.221276595,0.265175718,0.234042553,0.312617702,0.455319148,0.3294161449984026,0.3207130071571509,112.65081053203048,-0.5013719126582146,7.4160802384194655,-14.166430354118347,1.179234287567025,"Kyle Manzardo",29794,700932
"Lenyn Sosa","CHW",140,544,22,57,75,2,0.033088235,0.233455882,0.16988417,0.309139784,0.264478764,0.292817679,0.434362934,0.3125737317139712,0.3255196111259531,99.60694748581646,-0.5158889219164848,-0.7679014048179864,-4.75922966003418,1.350163501030425,"Lenyn Sosa",22896,672820
"Seiya Suzuki","CHC",151,651,32,75,103,5,0.10906298,0.251920122,0.232924694,0.281984334,0.245183887,0.325652841,0.478108581,0.34336035976043117,0.3508429622797092,122.59029453466638,-0.5235936921089888,16.906394290417545,-13.181522399187088,2.5970804434462167,"Seiya Suzuki",30116,673548
"Luis Rengifo","LAA",147,541,9,55,43,10,0.060998151,0.192236598,0.097804391,0.281329923,0.23752495,0.287037037,0.335329341,0.2748252503297947,0.29991314402300184,72.68248280800341,-0.5238719750195742,-17.942384495218477,-0.5054854154586792,0.017645925120272826,"Luis Rengifo",19858,650859
"Mike Trout","LAA",130,556,26,73,64,2,0.15647482,0.320143884,0.206140351,0.310077519,0.23245614,0.358558558,0.438596491,0.3431537466311674,0.35796140221988454,119.75142681338025,-0.5288272611796856,12.414497265011287,-14.002081036567688,1.7954856575413494,"Mike Trout",10155,545361
"Brendan Donovan","STL",118,515,10,64,50,3,0.081553398,0.130097087,0.134782609,0.315245478,0.286956521,0.35282651,0.42173913,0.33701156775156654,0.34633412080652576,118.59689135104449,-0.5288473069667816,10.82235303039819,-0.09933483600616455,2.850139523000561,"Brendan Donovan",24679,680977
"Ryan O'Hearn","- - -",144,544,17,67,63,3,0.106617647,0.200367647,0.156118143,0.329545454,0.280590717,0.365808823,0.43670886,0.34921390215555825,0.34286830859556516,127.26868770556393,-0.6155985221266747,16.88232286042463,-5.790281414985657,3.0290161511678253,"Ryan O'Hearn",16442,656811
"Jake Cronenworth","SDP",135,515,11,61,59,3,0.133980582,0.20776699,0.131264916,0.298701298,0.245823389,0.366666666,0.377088305,0.3330861906171548,0.31814199732983206,117.49854494100151,-0.6325431130826473,10.04824678283382,1.3017563074827194,2.9142879244483995,"Jake Cronenworth",18036,630105
"Tyler Soderstrom","ATH",158,624,25,75,93,8,0.088141025,0.225961538,0.197860962,0.327455919,0.276292335,0.346153846,0.474153297,0.3535302139555143,0.3408355959000126,125.25810135928567,-0.6811907514929771,17.89505150937222,-6.252346873283386,3.3885670086378266,"Tyler Soderstrom",27467,691016
"Lourdes Gurriel Jr.","ARI",129,546,19,52,80,10,0.056776556,0.139194139,0.17,0.253623188,0.248,0.294871794,0.418,0.3066032725376087,0.3130747290218578,94.63401352769503,-0.6849745437502861,-4.157427909354341,-6.576246336102486,0.7603741901853827,"Lourdes Gurriel Jr.",19238,666971
"Manny Machado","SDP",159,678,27,91,95,14,0.081120943,0.193215339,0.185365854,0.307359307,0.274796747,0.334808259,0.460162601,0.3411543614255922,0.35393865395442514,123.02550141793589,-0.7419531438499689,17.760656910184725,-3.520729422569275,3.764809205933287,"Manny Machado",11493,592518
"Teoscar Hernández","LAD",134,546,25,65,89,5,0.047619047,0.245421245,0.207436399,0.282913165,0.246575342,0.284403669,0.454011741,0.3149013547722353,0.32003453198601217,101.8118617921333,-0.7702433243393898,0.40225414850646346,-12.228057861328125,0.6486356778848118,"Teoscar Hernandez",13066,606192
"James Wood","WSN",157,689,31,87,94,15,0.123367198,0.320754716,0.219063545,0.3495702,0.255852842,0.349782293,0.474916387,0.35281340211148476,0.3604736553180886,127.29375842430733,-0.851773165166378,21.43651791940268,-12.580478191375732,3.2514136947009904,"James Wood",29518,695578
"Agustín Ramírez","MIA",136,585,21,72,67,16,0.061538461,0.193162393,0.182495345,0.253071253,0.230912476,0.287179487,0.413407821,0.3016430406382317,0.33229984145566643,90.87929667556621,-0.8793523479253054,-7.203156351772023,-12.506880760192871,-0.025265540264761494,"Agustin Ramirez",26546,682663
