Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Ke'Bryan Hayes","- - -",152,570,5,50,49,12,0.063157894,0.194736842,0.070208729,0.288834951,0.235294117,0.289982425,0.305502846,0.26588957431450694,0.28093554246871866,64.87872475695353,-0.8827822878956795,-24.609591498257096,19.21513080596924,1.3883376502012448,"Ke'Bryan Hayes",18577,663647
"Luis García Jr.","WSN",139,526,16,67,66,14,0.051330798,0.159695817,0.159836065,0.26952141,0.25204918,0.288973384,0.411885245,0.299975863411313,0.33716318261532385,91.09834515432694,-0.9312464706599712,-6.480706156345734,-3.8753219842910767,0.7309328676254119,"Luis Garcia Jr.",20391,671277
"Alec Burleson","STL",139,546,18,54,69,5,0.071428571,0.144688644,0.169014085,0.311881188,0.28973843,0.342541436,0.458752515,0.3455924883319883,0.34314239445334244,124.47509791187049,-0.969244847074151,14.869154402757793,-12.437045812606812,2.107398541494975,"Alec Burleson",27615,676475
"Yandy Díaz","TBR",150,651,25,79,83,3,0.087557603,0.141321044,0.181818182,0.318471337,0.300171526,0.365591397,0.481989708,0.3642911937726889,0.35387394509954245,134.60814339668812,-1.0442675072699785,25.509849525093824,-19.770220279693604,2.879687143224589,"Yandy Diaz",16578,650490
"Chase Meidroth","CHW",122,505,5,54,23,14,0.08910891,0.142574257,0.066666667,0.29144385,0.253333333,0.328685258,0.32,0.2935514285032493,0.29700021362304685,86.50319468655016,-1.0817248653620481,-9.115042448329492,4.894407510757446,1.346498616762121,"Chase Meidroth",31580,805367
"Kyle Schwarber","PHI",162,724,56,111,132,10,0.14917127,0.272099447,0.322847682,0.252840909,0.240066225,0.364640883,0.562913907,0.39137705031543724,0.4015333103834336,152.08051640783808,-1.0830436181277037,43.60671962103099,-19.549615621566772,4.925811487238976,"Kyle Schwarber",16478,656941
"Taylor Ward","LAA",157,663,36,86,103,4,0.113122171,0.263951734,0.246977548,0.256684491,0.227979274,0.316742081,0.474956822,0.33875144356327114,0.33115504515495187,116.71884497982768,-1.109724946320057,11.954762448830564,-6.190913558006287,2.9244222817896555,"Taylor Ward",17548,621493
"Nolan Schanuel","LAA",132,564,12,64,53,5,0.104609929,0.125886524,0.125,0.286063569,0.264344262,0.352941176,0.389344262,0.32701259369910085,0.32714069833000786,108.6323906181347,-1.220300067216158,4.517993502894384,-10.115281283855438,1.4134142005314212,"Nolan Schanuel",33189,694384
"Randy Arozarena","SEA",160,709,27,95,76,31,0.090267983,0.269393511,0.187601957,0.2975,0.23817292,0.334273624,0.425774877,0.33227248500395024,0.325469711346937,119.9653375656667,-1.2629522699862719,15.420866649113641,-11.562757015228271,2.8914271078267837,"Randy Arozarena",19290,668227
"Jose Altuve","HOU",155,654,26,80,77,10,0.084097859,0.166666666,0.176870748,0.2832244,0.265306122,0.329249617,0.44217687,0.33135664582620433,0.30116847420033566,113.37832433817539,-1.4312043283134699,8.881012682801073,-10.524024963378906,2.134914814219087,"Jose Altuve",5417,514888
"Lars Nootbaar","STL",135,583,13,68,48,4,0.109777015,0.204116638,0.127701375,0.278947368,0.233791748,0.324742268,0.361493123,0.3041559130416633,0.3137185684757529,96.08971123372274,-1.514234535396099,-4.216148965847535,-7.034492254257202,0.8334286026516019,"Lars Nootbaar",21454,663457
"Gavin Sheets","SDP",145,545,19,57,71,2,0.080733944,0.196330275,0.176829268,0.283783783,0.25203252,0.317431192,0.428861788,0.3230827439795522,0.33920262748464886,110.64586228243091,-1.557720072567463,5.318844916528843,-10.286880776286125,1.3468671906296488,"Gavin Sheets",19901,657757
"Josh Jung","TEX",131,511,14,53,61,4,0.052837573,0.252446183,0.139004149,0.315634218,0.251037344,0.293542074,0.390041493,0.2979579804694816,0.3004192742775744,91.20131118833264,-1.5846327543258667,-6.883846447882075,5.557665467262268,1.6637660629570383,"Josh Jung",26299,673962
"Eric Wagaman","MIA",140,514,9,56,53,4,0.062256809,0.194552529,0.12815126,0.295698924,0.25,0.295719844,0.37815126,0.29319762302279934,0.31493605228892546,85.09391400354646,-1.6521586179733276,-10.73289247249518,-10.068094432353973,-0.3785646777438052,"Eric Wagaman",23395,676572
"Yainer Diaz","HOU",143,567,20,56,70,1,0.035273368,0.1675485,0.160516605,0.276744186,0.256457564,0.283950617,0.416974169,0.30015097265749907,0.32865458568078376,91.88190392011954,-1.669433144852519,-7.0945590388287005,2.9637038111686707,1.5740128942875238,"Yainer Diaz",23003,673237
"Freddie Freeman","LAD",147,627,24,81,90,6,0.095693779,0.20414673,0.206834533,0.342298288,0.294964028,0.366826156,0.501798561,0.3697290580118856,0.3493878390754367,139.37060177554082,-1.692714635282755,27.56455536408472,-10.371381998062134,3.893361143205388,"Freddie Freeman",5361,518692
"Brandon Lowe","TBR",134,553,31,79,83,3,0.068716094,0.269439421,0.220907298,0.297297297,0.256410256,0.307414104,0.477317554,0.3343621486986893,0.33723855496321437,113.99114429708715,-1.7616433966904879,7.357434842537964,-9.315155029296875,1.7470517786469517,"Brandon Lowe",18882,664040
"Nick Castellanos","PHI",147,589,17,72,72,4,0.054329371,0.225806451,0.149908592,0.297766749,0.250457038,0.293718166,0.40036563,0.30037709336936574,0.3001909142255377,89.74261933234901,-1.8186162281781435,-8.979159502751937,-16.248475074768066,-0.5761689636064313,"Nick Castellanos",11737,592206
"Christian Walker","HOU",154,640,27,72,88,2,0.0625,0.2765625,0.182905983,0.29090909,0.237606837,0.296875,0.42051282,0.31036424403645807,0.3126159094868691,98.91744435595207,-1.939116446301341,-2.755704039983151,-8.41067385673523,1.1112553019186553,"Christian Walker",13419,572233
"Riley Greene","DET",157,655,36,84,111,2,0.070229007,0.306870229,0.235,0.323369565,0.258333333,0.312977099,0.493333333,0.3432960526658854,0.3356552357338255,120.77683357750392,-2.00809882581234,14.0314901836745,-8.020442396402359,2.9215423787200017,"Riley Greene",25976,682985
"Ben Rice","NYY",138,530,26,74,65,3,0.094339622,0.188679245,0.244111349,0.271137026,0.254817987,0.337121212,0.498929336,0.3584577606031389,0.39561754838339064,132.60016845324574,-2.0188420712947845,18.34540177024633,-6.8197569996118546,3.0455758545038907,"Ben Rice",29576,700250
"Trevor Larnach","MIN",142,567,17,62,60,4,0.093474426,0.215167548,0.153081511,0.294594594,0.250497017,0.323321554,0.403578528,0.3165665356614066,0.31422784142460386,101.85669871858447,-2.040164018049836,-0.7993774843120762,-16.58255958557129,0.21826138710058562,"Trevor Larnach",21501,663616
"J.P. Crawford","SEA",157,654,12,69,58,8,0.113149847,0.186544342,0.105263158,0.318077803,0.26491228,0.351851851,0.370175438,0.3224378884115027,0.3281879365629868,113.19065201889754,-2.2515403497964144,7.916015967314042,-3.0371055603027344,2.802189125761041,"J.P. Crawford",15491,641487
"Hunter Goodman","COL",144,579,31,73,91,1,0.056994818,0.262521588,0.242592593,0.331476323,0.277777777,0.322970639,0.52037037,0.3587744185549813,0.32140721215142143,117.70424184789086,-2.410036752000451,9.73923099270603,4.1954667046666145,3.396588114506926,"Hunter Goodman",29715,696100
"Willson Contreras","STL",135,563,20,70,80,5,0.078152753,0.252220248,0.189795918,0.319277108,0.257142857,0.34402852,0.446938775,0.34426162796361104,0.3577222653187304,123.56341575893369,-2.4632058665156364,13.259990804071093,-4.997234344482422,2.7618141464327213,"Willson Contreras",11609,575929
"Paul Goldschmidt","NYY",146,534,10,76,45,5,0.06741573,0.187265917,0.128834356,0.325459317,0.274028629,0.327683615,0.402862985,0.3161110693284314,0.3279495530456077,103.42911759869705,-2.554171474650502,-0.395948998668592,-10.318761587142944,0.7841948897031279,"Paul Goldschmidt",9218,502671
"Heliot Ramos","SFG",157,695,21,85,69,6,0.074820143,0.227338129,0.143548388,0.308724832,0.256451612,0.328057553,0.4,0.318876088267625,0.31964842155467615,106.41887827038718,-2.587763302028179,2.6995877965099595,-15.114742755889893,1.0955280468653217,"Heliot Ramos",22515,671218
"Jonathan India","KCR",136,567,9,63,45,0,0.095238095,0.186948853,0.112676056,0.278645833,0.233400402,0.323321554,0.346076458,0.30070688372787235,0.3132289047782303,88.67280581244086,-2.5907948669046164,-10.160482868666794,-11.831806898117065,-0.2534353914650401,"Jonathan India",21523,663697
"Vladimir Guerrero Jr.","TOR",156,680,23,96,84,6,0.119117647,0.138235294,0.174872666,0.31302521,0.292020373,0.380882352,0.466893039,0.3656467213517144,0.384224245901065,137.02781322530683,-2.5973666571080685,27.078919623322182,-12.477776244282722,3.8884524230892934,"Vladimir Guerrero Jr.",19611,665489
"Jackson Holliday","BAL",149,649,17,70,55,17,0.086286594,0.215716486,0.133105802,0.290697674,0.242320819,0.314329738,0.375426621,0.3042718896895279,0.3121745264807413,95.58969877514491,-2.607943158596754,-5.981480522453764,-4.312319874763489,1.2322237745568394,"Jackson Holliday",31781,702616
"Marcell Ozuna","ATL",145,592,21,61,68,0,0.158783783,0.243243243,0.168377823,0.279635258,0.232032854,0.355329949,0.400410677,0.3340776355238236,0.35124120761020017,113.9681445333606,-2.754738613963127,7.0459058051949945,-14.799382209777832,1.2218679899840426,"Marcell Ozuna",10324,542303
"Cal Raleigh","SEA",159,705,60,110,125,14,0.137588652,0.266666666,0.342281879,0.247863247,0.246644295,0.358865248,0.588926174,0.39200781996166983,0.369071738664494,161.1147743082231,-2.760269746184349,48.021508437442925,16.293894536793232,9.062879105971586,"Cal Raleigh",21534,663728
"Alec Bohm","PHI",120,504,11,53,59,2,0.057539682,0.162698412,0.122844827,0.323607427,0.286637931,0.331349206,0.409482758,0.32239461855755913,0.32358538866992964,104.82533217200427,-2.8189114052802324,0.06347338479826581,0.1654905080795288,1.7390228520067559,"Alec Bohm",21618,664761
"Brooks Lee","MIN",139,527,16,50,64,3,0.058823529,0.174573055,0.133470226,0.2578125,0.23613963,0.284629981,0.369609856,0.28562926838927294,0.28569937023763636,80.54517307796851,-2.937383506447077,-15.021379192745774,0.08641815185546875,0.32776043918516806,"Brooks Lee",31595,686797
"Carlos Correa","- - -",144,584,13,63,52,0,0.077054794,0.19349315,0.126629422,0.327669902,0.275605214,0.33219178,0.402234636,0.3222022352561559,0.3382524237575301,106.24118134646454,-2.951332464814186,1.3445483501669955,4.0402480363845825,2.607447459084884,"Carlos Correa",14162,621043
"Trent Grisham","NYY",143,581,34,87,74,3,0.141135972,0.235800344,0.22874494,0.253086419,0.234817813,0.347676419,0.463562753,0.3532670625515936,0.365523083895291,129.02449082001655,-3.0039241798222065,16.871358620926426,-6.000736236572266,3.1581518212784023,"Trent Grisham",18564,663757
"Bo Bichette","TOR",139,628,18,78,94,4,0.063694267,0.144904458,0.171821306,0.342436974,0.310996563,0.356687898,0.482817869,0.36087718320349915,0.35232653984656703,133.74225688817225,-3.245534287765622,21.729514546584777,-5.990059852600098,3.821801531506878,"Bo Bichette",19612,666182
"Ian Happ","CHC",150,663,23,87,79,6,0.131221719,0.227752639,0.177504394,0.2875,0.242530755,0.342383107,0.420035149,0.3334078720225509,0.3521876248446378,115.77252036124874,-3.31320084258914,9.080723219884245,-3.6881632804870605,2.8085533487178207,"Ian Happ",17919,664023
"William Contreras","MIL",150,659,17,89,76,6,0.127465857,0.182094081,0.139575972,0.298850574,0.259717314,0.355083459,0.399293286,0.3315742284287023,0.33016305159355885,113.47876548840496,-3.332034019753337,7.195574760846231,6.542165517807007,3.648753886692119,"William Contreras",20503,661388
"Michael Busch","CHC",155,592,34,78,90,4,0.094594594,0.234797297,0.261450382,0.291784702,0.261450381,0.342905405,0.522900763,0.36859447440858617,0.3778637301537298,139.87647460022396,-3.35047378949821,24.628557162894097,-10.102578669786453,3.5013350490886492,"Michael Busch",26319,683737
"Gleyber Torres","DET",145,628,16,79,74,4,0.135350318,0.160828025,0.131578948,0.284360189,0.255639097,0.358280254,0.387218045,0.331659921130557,0.36184913842111494,112.76113802846297,-3.3770988527685404,6.068328775235409,-2.567996859550476,2.569586101031371,"Gleyber Torres",16997,650402
"Ketel Marte","ARI",126,556,28,87,72,4,0.115107913,0.149280575,0.233333333,0.29032258,0.283333333,0.37589928,0.516666666,0.38054607012055136,0.3892854565251483,145.2872078795435,-3.392894307151437,26.450247531048422,-0.015487074851989746,4.597209838564742,"Ketel Marte",13613,606466
"Eugenio Suárez","- - -",159,657,49,91,118,4,0.07001522,0.298325722,0.297619048,0.242857142,0.227891156,0.298325722,0.525510204,0.3468173504785727,0.31587097517406665,124.69361712346375,-3.43961582146585,15.801432446630429,-0.7449610233306885,3.802711669291534,"Eugenio Suarez",12552,553993
"Aaron Judge","NYY",152,679,53,137,114,12,0.182621502,0.235640648,0.356746765,0.376119402,0.330868761,0.456553755,0.687615526,0.46277131105470437,0.45774143831964215,204.45786957330023,-4.1427703108638525,79.45284778761305,-3.845034122467041,10.12667684956468,"Aaron Judge",15640,592450
"Nathaniel Lowe","- - -",153,609,18,64,84,1,0.101806239,0.261083743,0.153703704,0.285326086,0.227777777,0.307060755,0.381481481,0.30125996004022915,0.30331027428835433,91.28891612582942,-4.203319604508579,-10.501712705779097,-13.287139058113098,-0.34690551281403936,"Nathaniel Lowe",19566,663993
"Andrew McCutchen","PIT",135,551,13,51,57,1,0.121597096,0.214156079,0.1278826,0.28939828,0.23899371,0.333333333,0.36687631,0.3089256097069558,0.3322961030183015,95.32560714123179,-4.269756497815251,-7.322364331894972,-12.220815062522888,-0.12392862449441022,"Andrew McCutchen",9847,457705
"Vinnie Pasquantino","KCR",160,682,32,72,113,1,0.071847507,0.156891495,0.21095008,0.271047227,0.264090177,0.322580645,0.475040257,0.3398104663965797,0.3338635479962384,115.60980051703578,-4.61143927834928,7.935976885778061,-16.931190013885498,1.4812927095239095,"Vinnie Pasquantino",27676,686469
"Salvador Perez","KCR",155,641,30,54,100,0,0.043681747,0.1950078,0.209380235,0.250564334,0.236180904,0.283699059,0.445561139,0.3105423916572643,0.3558702996180144,95.44811914512562,-4.776127027347684,-8.215042414023124,-8.675826787948608,0.5290896309670728,"Salvador Perez",7304,521692
"Matt Olson","ATL",162,724,29,98,95,1,0.125690607,0.243093922,0.211538461,0.332547169,0.272435897,0.366022099,0.483974358,0.3663292339799147,0.3596246854276829,136.0615266903134,-4.790014090016484,26.15401644171929,-4.206103324890137,4.710014863829272,"Matt Olson",14344,621566
"Pete Alonso","NYM",162,709,38,87,126,1,0.086036671,0.228490832,0.251602564,0.304849884,0.272435897,0.346967559,0.524038461,0.36833570584316144,0.3852392335026227,141.20800005483187,-5.410721210762858,29.216845801823425,-17.74122381210327,3.5875089888888323,"Pete Alonso",19251,624413
"Rafael Devers","- - -",163,729,35,99,109,1,0.153635116,0.263374485,0.227347611,0.307291666,0.252059308,0.371742112,0.479406919,0.3650801973482166,0.3667544440744312,135.33665120111453,-5.798344610258937,24.63209686049298,-16.773152828216553,3.324791200971848,"Rafael Devers",17350,646240
"Alejandro Kirk","TOR",130,506,15,45,76,1,0.09486166,0.11660079,0.139689579,0.292428198,0.281596452,0.347826086,0.421286031,0.3344693310440533,0.35701025172208933,115.55087581177857,-5.861030763015151,3.413201002624401,24.857967376708984,4.674338155196416,"Alejandro Kirk",22581,672386
"Josh Bell","WSN",140,533,22,54,63,0,0.106941838,0.165103189,0.179487179,0.246537396,0.237179487,0.324577861,0.416666666,0.3238837330188966,0.35900809548117896,107.47600471492413,-6.107736235484481,-1.3850294646958998,-15.735138416290283,0.0627044561243657,"Josh Bell",13145,605137
