,game_year,pitcher,player_name,Shape+,shape_rv,foul,barrel,solid,flr_brn,under,topped,weak,swstr,count,Name
193,2023,608331,"Fried, Max",96,-0.00169,16.6,0.9,0.9,5.8,3.6,8.9,0.7,10.8,1322,Max Fried
194,2023,608334,"Fulmer, Carson",81,-0.00997,15.4,1.6,1.7,4.8,4.1,6.5,0.4,9.5,157,Carson Fulmer
195,2023,608337,"Giolito, Lucas",103,0.00251,17.5,1.5,1.2,3.8,5.0,4.0,0.8,16.1,3190,Lucas Giolito
196,2023,608344,"Irvin, Cole",85,-0.00777,17.1,1.7,1.4,4.8,4.5,5.9,0.9,10.7,1268,Cole Irvin
197,2023,608371,"Sims, Lucas",121,0.01312,19.4,0.7,0.5,2.2,5.2,1.6,0.4,16.5,1056,Lucas Sims
198,2023,608379,"Wacha, Michael",99,0.00038,15.7,1.3,0.9,3.4,4.8,3.7,1.0,12.8,2220,Michael Wacha
199,2023,608566,"Márquez, Germán",98,-0.00049,18.4,1.2,0.9,4.6,4.1,5.8,0.4,13.1,302,Germán Márquez
200,2023,608638,"Chargois, JT",101,0.00124,20.2,1.2,0.9,5.3,3.8,9.5,1.2,11.5,710,JT Chargois
201,2023,608665,"Graveman, Kendall",108,0.00552,19.6,1.0,0.9,4.6,3.9,8.1,1.4,13.6,1113,Kendall Graveman
202,2023,608678,"Leone, Dominic",106,0.0046,18.7,1.2,1.0,4.2,3.7,5.9,0.7,16.6,886,Dominic Leone
203,2023,608717,"Stratton, Chris",96,-0.00146,18.5,1.5,1.4,4.7,5.0,5.9,0.6,13.6,1433,Chris Stratton
204,2023,608718,"Suter, Brent",106,0.00453,10.9,0.1,0.1,1.9,2.9,2.5,0.3,9.3,1128,Brent Suter
205,2023,608723,"Voth, Austin",106,0.00418,16.9,0.9,0.8,3.2,4.6,3.4,0.9,12.9,662,Austin Voth
206,2023,611093,"Bracho, Silvino",84,-0.00883,16.9,2.0,1.3,4.0,6.2,2.9,0.6,9.9,126,Silvino Bracho
207,2023,612434,"Castro, Miguel",111,0.00707,16.9,0.7,0.4,3.5,3.5,7.6,1.2,11.5,1118,Miguel Castro
208,2023,613534,"Adams, Austin",109,0.00627,11.3,0.2,0.2,1.7,1.9,2.4,0.8,12.3,362,Austin Adams
209,2023,614179,"Ruiz, José",108,0.00529,20.3,1.0,1.0,5.0,3.7,7.7,0.7,15.7,815,José Ruiz
210,2023,615698,"Quantrill, Cal",97,-0.00085,17.8,1.5,1.0,4.2,4.4,5.8,0.9,12.8,1707,Cal Quantrill
211,2023,621016,"Cuas, Jose",97,-0.00087,11.7,0.2,0.2,1.7,1.2,3.6,0.5,5.7,1176,Jose Cuas
212,2023,621051,"Wilson, Steven",122,0.0134,18.2,0.8,0.4,2.1,5.7,1.6,0.6,16.6,938,Steven Wilson
213,2023,621057,"Garza, Justin",102,0.00205,21.3,1.8,1.1,3.9,5.1,4.5,0.7,15.9,352,Justin Garza
214,2023,621074,"Rucker, Michael",107,0.00477,19.8,1.2,1.1,4.2,4.3,6.1,0.5,15.7,719,Michael Rucker
215,2023,621076,"Kaprielian, James",93,-0.00329,15.4,1.3,0.9,3.7,4.7,3.8,1.0,10.2,1090,James Kaprielian
216,2023,621107,"Eflin, Zach",97,-0.00067,18.1,1.5,1.0,5.3,4.3,8.2,1.2,13.2,2652,Zach Eflin
217,2023,621112,"Blackburn, Paul",91,-0.00458,17.1,1.5,1.4,5.1,4.3,6.7,1.2,12.0,1874,Paul Blackburn
218,2023,621237,"Alvarado, José",120,0.01246,16.6,0.3,0.5,1.9,1.4,4.4,0.1,17.1,855,José Alvarado
219,2023,621244,"Berríos, José",100,0.00072,19.7,1.4,1.1,5.1,4.9,6.6,1.0,13.7,2983,José Berríos
220,2023,621249,"Underwood Jr., Duane",90,-0.00484,17.7,1.3,1.3,5.0,3.8,7.0,0.9,10.4,337,Duane Underwood Jr.
221,2023,621294,"Heller, Ben",91,-0.00458,18.8,1.3,1.1,5.6,3.7,9.2,1.1,9.5,308,Ben Heller
222,2023,621295,"Wittgren, Nick",87,-0.0068,19.4,2.0,1.5,5.3,5.4,5.8,1.0,12.7,472,Nick Wittgren
223,2023,621345,"Minter, A.J.",110,0.00693,22.5,1.3,1.0,4.0,4.9,4.9,0.8,16.4,1091,A.J. Minter
224,2023,621363,"Poche, Colin",102,0.0019,18.2,1.1,1.3,3.4,4.5,3.5,0.9,13.5,955,Colin Poche
225,2023,621366,"Borucki, Ryan",92,-0.00376,20.4,2.0,1.7,6.1,5.9,8.4,1.2,14.0,528,Ryan Borucki
226,2023,621368,"Hearn, Taylor",97,-0.00098,15.7,1.2,0.7,3.4,4.0,3.7,0.5,12.3,313,Taylor Hearn
227,2023,621381,"Strahm, Matt",103,0.00275,19.5,1.3,1.0,2.5,5.0,2.3,0.7,12.9,1459,Matt Strahm
228,2023,621383,"Banks, Tanner",100,0.00077,17.8,1.3,1.0,4.3,4.9,5.1,1.3,13.1,1007,Tanner Banks
229,2023,621389,"Blach, Ty",89,-0.00557,12.0,0.5,0.1,2.7,2.3,2.8,0.1,6.0,1263,Ty Blach
230,2023,622065,"Young, Alex",96,-0.00137,16.8,1.4,1.1,5.8,3.2,9.3,0.9,14.5,877,Alex Young
231,2023,622072,"Wood, Alex",94,-0.0028,15.8,1.0,0.7,3.8,3.7,6.1,0.7,8.4,1706,Alex Wood
232,2023,622075,"Almonte, Yency",120,0.01274,19.0,0.7,0.7,3.5,4.4,6.2,1.1,16.4,800,Yency Almonte
233,2023,622098,"Smith, Drew",108,0.00557,18.2,1.1,0.8,2.7,4.9,2.6,0.6,14.6,1082,Drew Smith
234,2023,622103,"Reyes, Gerardo",103,0.00244,22.5,1.5,1.1,4.1,5.3,4.3,0.8,14.5,216,Gerardo Reyes
235,2023,622250,"Sborz, Josh",109,0.00612,17.1,1.0,0.9,3.6,3.4,5.7,0.3,16.5,1002,Josh Sborz
236,2023,622251,"Staumont, Josh",102,0.00202,19.5,1.2,1.0,4.0,4.1,5.1,0.4,14.4,360,Josh Staumont
237,2023,622259,"Wingenter, Trey",96,-0.00178,13.1,0.8,0.6,3.0,2.4,4.2,0.5,10.4,309,Trey Wingenter
238,2023,622491,"Castillo, Luis",105,0.00403,19.1,0.7,0.5,3.4,3.2,5.1,0.5,11.9,3205,Luis Castillo
239,2023,622503,"Crismatt, Nabil",110,0.00659,14.7,0.7,0.4,3.5,3.4,5.1,0.6,14.7,260,Nabil Crismatt
240,2023,622554,"Domínguez, Seranthony",113,0.00866,22.2,0.8,0.7,4.3,3.7,7.7,1.6,13.2,948,Seranthony Domínguez
241,2023,622608,"Senzatela, Antonio",85,-0.00783,18.9,1.9,1.7,5.2,5.0,6.2,0.5,11.9,120,Antonio Senzatela
242,2023,622663,"Severino, Luis",99,0.00034,23.2,1.7,1.2,5.5,4.9,6.4,0.7,15.6,1636,Luis Severino
243,2023,622766,"Díaz, Miguel",111,0.00745,18.4,1.0,0.8,4.0,3.6,7.9,1.4,14.6,208,Miguel Díaz
244,2023,622772,"Cordero, Jimmy",112,0.00782,15.9,0.5,0.4,3.0,2.2,7.0,0.6,13.4,512,Jimmy Cordero
245,2023,622780,"Perdomo, Angel",82,-0.00987,18.9,2.0,1.7,4.9,5.3,5.2,0.6,10.5,489,Angel Perdomo
246,2023,623149,"Sewald, Paul",115,0.0098,13.4,0.2,0.2,0.9,2.8,0.8,0.5,13.4,1201,Paul Sewald
247,2023,623167,"Flexen, Chris",98,-0.00052,12.6,0.7,0.7,3.1,3.5,3.9,0.4,10.3,1755,Chris Flexen
248,2023,623211,"Brazobán, Huascar",111,0.00739,20.3,1.1,0.8,4.6,3.2,9.2,1.6,15.7,1032,Huascar Brazobán
249,2023,623352,"Hader, Josh",129,0.01755,24.2,0.6,0.2,1.5,2.7,1.3,0.2,20.8,1042,Josh Hader
250,2023,623433,"Anderson, Nick",83,-0.00924,16.1,1.8,1.4,4.3,4.6,4.1,0.3,10.8,548,Nick Anderson
251,2023,623437,"Topa, Justin",109,0.0059,17.2,0.3,0.3,3.8,2.6,8.7,0.7,9.0,1046,Justin Topa
252,2023,623451,"Stephens, Jackson",90,-0.00514,17.5,1.2,0.9,5.3,4.4,7.2,0.9,8.8,226,Jackson Stephens
253,2023,623465,"Phillips, Evan",118,0.01159,21.8,0.6,0.6,4.2,4.6,5.5,1.1,15.9,958,Evan Phillips
254,2023,623474,"Herget, Jimmy",106,0.00425,13.6,0.3,0.1,3.0,4.4,3.9,0.1,8.8,509,Jimmy Herget
255,2023,624133,"Suárez, Ranger",88,-0.00617,17.9,1.5,1.4,6.2,4.0,9.3,1.0,10.8,2288,Ranger Suárez
256,2023,624522,"Thompson, Keegan",102,0.00188,20.3,1.5,1.1,4.2,5.1,5.1,0.7,14.4,475,Keegan Thompson
257,2023,624647,"González, Victor",89,-0.00548,18.3,1.3,0.8,5.0,3.6,7.9,1.1,8.3,510,Victor González
258,2023,625643,"López, Reynaldo",110,0.0065,23.5,1.3,1.2,4.5,4.5,5.4,0.3,17.7,1205,Reynaldo López
259,2023,628317,"Maeda, Kenta",100,0.00094,18.8,1.6,1.3,4.8,5.0,6.7,1.1,14.7,1768,Kenta Maeda
260,2023,628452,"Iglesias, Raisel",99,0.00038,22.1,1.5,1.2,5.4,4.4,8.5,0.9,13.5,894,Raisel Iglesias
261,2023,628708,"Marte, Yunior",108,0.00528,23.3,1.2,1.0,4.9,4.2,8.6,2.1,12.8,700,Yunior Marte
262,2023,628711,"Urías, Julio",97,-0.00102,19.2,1.3,1.3,4.4,5.9,5.0,0.5,10.8,1849,Julio Urías
263,2023,630023,"Chirinos, Yonny",111,0.00744,11.2,0.4,0.4,2.3,1.2,5.7,0.5,14.7,1342,Yonny Chirinos
264,2023,640444,"Crowe, Wil",101,0.00151,15.1,1.2,0.8,5.0,3.8,5.8,0.4,16.6,179,Wil Crowe
265,2023,640448,"Finnegan, Kyle",101,0.00136,24.6,1.5,0.9,5.6,3.9,8.5,0.8,14.4,1105,Kyle Finnegan
266,2023,640451,"Harvey, Hunter",114,0.00889,23.6,1.1,0.8,4.2,3.6,6.4,0.4,17.7,960,Hunter Harvey
267,2023,640454,"Krook, Matt",95,-0.00204,11.0,1.0,1.1,3.2,2.0,6.5,0.7,11.5,107,Matt Krook
268,2023,640455,"Manaea, Sean",96,-0.00173,19.0,1.3,0.8,4.1,4.0,5.7,1.0,10.5,2052,Sean Manaea
269,2023,640462,"Puk, A.J.",108,0.00558,15.5,0.6,0.5,2.4,3.8,2.5,0.8,12.5,966,A.J. Puk
270,2023,640470,"Alzolay, Adbert",97,-0.00072,20.8,1.7,1.4,5.8,5.2,8.0,1.0,14.5,945,Adbert Alzolay
271,2023,641154,"López, Pablo",112,0.0076,20.5,1.0,0.8,4.7,4.0,7.6,0.8,16.1,3221,Pablo López
272,2023,641302,"Alexander, Tyler",82,-0.00961,17.7,2.1,1.3,4.4,5.8,4.6,1.0,9.5,679,Tyler Alexander
273,2023,641329,"Baker, Bryan",102,0.00196,16.5,1.0,0.9,3.0,4.1,3.4,0.5,12.3,802,Bryan Baker
274,2023,641360,"Bickford, Phil",108,0.00557,15.6,0.8,0.5,2.3,3.6,2.5,0.6,13.7,1229,Phil Bickford
275,2023,641401,"Brogdon, Connor",111,0.0075,17.5,0.9,0.6,3.4,4.2,4.1,0.9,15.2,544,Connor Brogdon
276,2023,641427,"Busenitz, Alan",85,-0.00798,20.8,2.0,0.9,5.1,4.9,7.0,0.6,9.8,107,Alan Busenitz
277,2023,641482,"Cortes, Nestor",98,-0.00057,19.3,1.4,1.0,3.4,6.2,2.9,0.8,10.2,1068,Nestor Cortes
278,2023,641540,"Dunning, Dane",88,-0.00618,16.0,1.4,1.1,5.0,4.3,6.7,1.0,9.7,2828,Dane Dunning
279,2023,641585,"France, J.P.",100,0.00098,18.3,1.3,1.0,4.2,5.5,4.8,0.8,12.3,2268,J.P. France
280,2023,641627,"Gott, Trevor",99,0.00022,16.4,0.8,0.5,3.0,3.3,4.4,1.0,8.9,977,Trevor Gott
281,2023,641656,"Hamilton, Ian",106,0.00418,16.8,1.0,0.7,3.8,3.3,5.7,0.6,14.8,979,Ian Hamilton
282,2023,641672,"Hatch, Thomas",100,0.00092,19.2,1.5,1.6,5.3,4.5,8.1,1.1,15.4,472,Thomas Hatch
283,2023,641703,"Honeywell, Brent",100,0.0007,19.2,1.3,1.1,4.0,4.7,5.2,0.6,12.9,941,Brent Honeywell
284,2023,641712,"Hudson, Dakota",88,-0.00612,14.1,1.3,1.1,5.1,2.6,8.6,0.6,11.1,1317,Dakota Hudson
285,2023,641729,"Jiménez, Joe",107,0.00492,18.7,1.1,0.9,3.0,4.1,3.4,0.4,15.4,957,Joe Jiménez
286,2023,641743,"Kay, Anthony",109,0.00607,21.9,1.2,0.8,3.8,4.9,3.9,0.9,15.5,230,Anthony Kay
287,2023,641745,"Keller, Brad",103,0.00233,16.0,0.8,0.6,5.1,3.0,8.0,0.7,13.2,871,Brad Keller
288,2023,641755,"Kinley, Tyler",94,-0.00278,18.9,1.2,1.1,4.9,3.5,7.4,0.4,11.1,298,Tyler Kinley
289,2023,641771,"Kuhl, Chad",97,-0.00096,16.6,1.5,1.4,4.1,4.8,5.0,0.5,14.3,770,Chad Kuhl
290,2023,641778,"Lauer, Eric",75,-0.01399,19.4,2.5,1.8,4.4,6.3,3.6,0.9,9.1,843,Eric Lauer
291,2023,641793,"Littell, Zack",92,-0.00393,18.8,1.7,1.5,4.3,5.1,6.1,0.9,11.5,1353,Zack Littell
292,2023,641816,"Mahle, Tyler",107,0.00513,12.8,0.7,0.6,2.3,3.5,2.7,0.5,13.4,420,Tyler Mahle
293,2023,641835,"Mayza, Tim",102,0.00193,16.1,0.9,0.9,4.7,2.2,9.4,0.9,13.0,807,Tim Mayza
294,2023,641871,"Middleton, Keynan",103,0.00247,21.0,1.6,1.2,4.8,4.4,6.3,0.7,17.3,856,Keynan Middleton
295,2023,641927,"Ober, Bailey",107,0.00516,19.0,1.3,0.9,3.3,4.8,3.6,0.6,15.6,2407,Bailey Ober
296,2023,641941,"Pagán, Emilio",104,0.00322,23.3,1.8,1.4,4.4,5.7,4.9,0.5,17.1,1089,Emilio Pagán
297,2023,642048,"Saucedo, Tayler",93,-0.00316,16.7,1.3,0.7,5.7,3.6,9.7,1.2,10.6,788,Tayler Saucedo
298,2023,642100,"Speier, Gabe",97,-0.00072,20.7,1.5,1.0,5.1,4.2,7.8,1.4,12.2,782,Gabe Speier
299,2023,642207,"Williams, Devin",123,0.01411,15.4,0.4,0.2,1.7,2.1,2.8,0.4,18.6,979,Devin Williams
300,2023,642216,"Winans, Allan",84,-0.00853,17.3,1.9,1.8,5.8,4.7,7.7,1.3,12.0,534,Allan Winans
301,2023,642231,"Yacabonis, Jimmy",97,-0.00102,18.2,0.8,0.8,5.4,3.8,8.3,1.2,8.8,231,Jimmy Yacabonis
302,2023,642232,"Yarbrough, Ryan",100,0.00096,15.9,1.1,0.6,3.5,5.7,3.7,2.5,8.7,1423,Ryan Yarbrough
303,2023,642239,"Zastryzny, Rob",98,-0.00033,19.7,1.7,1.5,4.8,6.4,5.0,0.9,13.6,389,Rob Zastryzny
304,2023,642397,"Soto, Gregory",102,0.00225,21.0,1.2,0.9,4.3,3.2,7.5,0.7,13.1,1025,Gregory Soto
305,2023,642528,"Loáisiga, Jonathan",118,0.01126,20.6,0.2,0.1,3.6,2.5,9.3,1.6,10.4,236,Jonathan Loáisiga
306,2023,642545,"Barria, Jaime",95,-0.00229,17.5,1.8,1.5,4.6,5.8,5.6,0.8,13.9,1349,Jaime Barria
307,2023,642546,"Hernández, Jonathan",106,0.00441,18.9,1.2,1.0,4.7,3.6,9.6,1.3,13.4,553,Jonathan Hernández
308,2023,642547,"Peralta, Freddy",102,0.00195,16.6,1.1,0.7,3.0,4.2,3.5,0.6,12.9,2924,Freddy Peralta
309,2023,642585,"Bautista, Félix",112,0.00785,15.5,0.3,0.2,1.6,1.9,1.9,0.4,13.4,988,Félix Bautista
310,2023,642701,"Santana, Dennis",100,0.00074,18.3,1.3,0.9,4.1,4.5,6.3,1.1,11.9,221,Dennis Santana
311,2023,642758,"Acevedo, Domingo",105,0.00346,17.3,1.1,0.9,4.7,4.4,5.5,2.9,13.9,175,Domingo Acevedo
312,2023,642770,"Guerra, Javy",104,0.00311,20.2,1.0,0.8,3.9,3.5,6.0,1.0,12.2,362,Javy Guerra
313,2023,643256,"Cimber, Adam",109,0.0061,16.5,0.3,0.1,2.3,3.3,4.1,0.3,9.2,371,Adam Cimber
314,2023,643338,"Green, Chad",106,0.00427,21.8,1.7,1.4,4.3,5.1,5.0,0.5,18.1,209,Chad Green
315,2023,643361,"Herget, Kevin",89,-0.00579,18.5,1.8,1.7,4.8,6.8,4.2,0.8,11.2,418,Kevin Herget
316,2023,643377,"Jax, Griffin",108,0.00548,18.3,0.6,0.7,3.9,3.3,6.1,1.3,12.1,1096,Griffin Jax
317,2023,643410,"Leiter Jr., Mark",84,-0.00837,14.7,1.5,0.9,3.7,3.3,6.1,0.8,7.8,1046,Mark Leiter Jr.
318,2023,643493,"Pruitt, Austin",93,-0.00303,18.2,1.5,1.2,4.6,5.2,6.4,0.9,10.6,757,Austin Pruitt
319,2023,643511,"Rogers, Tyler",100,0.00093,9.6,0.1,0.2,1.9,0.7,5.7,4.7,3.2,1124,Tyler Rogers
320,2023,645261,"Alcantara, Sandy",112,0.00792,20.9,1.0,0.8,4.9,2.9,10.2,0.9,15.6,2719,Sandy Alcantara
321,2023,646241,"De Jesus, Enmanuel",84,-0.00878,18.8,1.9,1.4,5.3,5.8,6.1,0.6,9.8,136,Enmanuel De Jesus
322,2023,646242,"Díaz, Jhonathan",102,0.00173,14.8,0.8,0.7,3.0,4.3,3.7,1.1,10.3,160,Jhonathan Díaz
323,2023,647315,"Pop, Zach",106,0.0046,14.8,0.7,0.4,4.5,1.8,10.6,0.5,12.8,198,Zach Pop
324,2023,647336,"Soroka, Michael",91,-0.00424,17.8,1.5,1.6,4.9,5.7,5.7,1.0,10.7,537,Michael Soroka
325,2023,650496,"Mejía, J.C.",115,0.0094,18.1,0.9,0.8,4.5,2.8,10.0,0.6,16.4,214,J.C. Mejía
326,2023,650556,"Abreu, Bryan",116,0.01028,17.9,0.6,0.5,3.5,2.9,4.7,0.5,18.0,1342,Bryan Abreu
327,2023,650633,"King, Michael",106,0.0042,17.6,1.0,0.7,4.5,4.4,6.6,0.7,13.5,1681,Michael King
328,2023,650644,"Civale, Aaron",96,-0.00158,15.1,1.1,0.8,3.3,4.0,4.5,0.6,9.9,2007,Aaron Civale
329,2023,650671,"Quijada, José",111,0.00703,19.2,0.8,0.7,3.0,4.6,3.4,1.0,13.3,161,José Quijada
330,2023,650893,"Cabrera, Génesis",94,-0.00289,22.2,1.9,1.5,5.0,5.1,6.6,0.7,13.5,937,Génesis Cabrera
331,2023,650895,"Castillo, Diego",92,-0.00397,17.9,1.8,0.8,4.6,4.5,7.6,1.6,10.6,161,Diego Castillo
332,2023,650911,"Sánchez, Cristopher",97,-0.0008,12.5,1.1,0.7,4.7,1.7,8.1,0.6,15.2,1498,Cristopher Sánchez
333,2023,650960,"Duarte, Daniel",102,0.00195,22.6,1.2,1.0,5.7,5.1,8.0,1.4,11.7,572,Daniel Duarte
334,2023,656061,"Abreu, Albert",113,0.00845,21.0,1.0,1.0,4.1,4.9,6.6,0.9,14.7,1044,Albert Abreu
335,2023,656222,"Beeks, Jalen",98,-0.00054,16.3,1.4,1.2,4.2,4.0,6.0,0.7,13.9,731,Jalen Beeks
336,2023,656232,"Bielak, Brandon",99,0.00039,15.5,0.9,0.8,3.6,3.0,7.0,0.5,10.4,1387,Brandon Bielak
337,2023,656234,"Bird, Jake",91,-0.00421,15.4,0.8,0.5,5.5,2.8,9.0,0.6,7.7,1391,Jake Bird
338,2023,656257,"Brigham, Jeff",108,0.00548,20.0,1.3,1.0,2.9,6.0,2.5,0.7,14.2,680,Jeff Brigham
339,2023,656266,"Bukauskas, J.B.",89,-0.00541,14.7,1.1,1.0,5.6,2.5,10.2,0.3,9.9,101,J.B. Bukauskas
340,2023,656271,"Burke, Brock",87,-0.00667,21.8,1.9,1.7,5.7,5.2,6.6,0.8,12.1,940,Brock Burke
341,2023,656288,"Canning, Griffin",103,0.00273,19.0,1.1,1.0,4.4,3.8,6.9,0.5,14.0,2081,Griffin Canning
342,2023,656290,"Carlton, Drew",93,-0.00314,19.5,1.4,1.3,5.0,5.2,6.0,1.7,10.5,330,Drew Carlton
343,2023,656302,"Cease, Dylan",107,0.00509,19.2,1.3,1.2,3.8,4.3,5.0,0.5,17.1,3261,Dylan Cease
344,2023,656322,"Coonrod, Sam",105,0.00388,17.2,0.6,0.8,4.2,3.9,6.9,1.4,10.4,147,Sam Coonrod
345,2023,656353,"Davidson, Tucker",93,-0.00307,16.8,1.6,1.4,5.0,4.8,5.5,0.8,14.4,847,Tucker Davidson
346,2023,656382,"Doyle, Tommy",92,-0.00399,13.4,0.4,0.5,3.6,2.3,6.3,0.2,5.8,352,Tommy Doyle
347,2023,656412,"Faedo, Alex",90,-0.00506,15.7,1.6,1.3,4.0,4.6,4.3,0.7,12.2,1034,Alex Faedo
348,2023,656427,"Flaherty, Jack",105,0.00361,18.3,1.0,0.9,4.3,4.6,5.3,1.4,13.4,2679,Jack Flaherty
349,2023,656457,"Gilbert, Tyler",85,-0.00795,20.9,2.0,1.7,5.6,5.7,7.3,1.2,10.1,263,Tyler Gilbert
350,2023,656464,"Ginkel, Kevin",103,0.00234,15.0,1.0,0.9,3.9,2.8,5.8,0.4,15.8,1244,Kevin Ginkel
351,2023,656529,"Hentges, Sam",94,-0.00253,15.0,0.9,1.1,5.3,2.4,8.8,0.3,12.1,846,Sam Hentges
352,2023,656546,"Hoffman, Jeff",108,0.0055,14.6,0.8,0.5,3.4,2.7,5.7,0.5,15.1,972,Jeff Hoffman
353,2023,656557,"Houck, Tanner",105,0.0035,15.8,0.8,0.6,3.9,2.6,7.5,0.7,12.5,1728,Tanner Houck
354,2023,656578,"Jackson, Andre",90,-0.00491,21.5,2.1,1.5,5.2,5.1,6.0,0.5,14.4,1001,Andre Jackson
355,2023,656605,"Keller, Mitch",102,0.00182,20.6,1.3,1.1,4.9,4.6,7.2,1.0,13.0,3119,Mitch Keller
356,2023,656629,"Kopech, Michael",104,0.00295,17.7,1.2,0.8,3.0,4.2,3.3,0.5,14.1,2430,Michael Kopech
357,2023,656638,"Lange, Alex",109,0.00639,15.3,0.9,0.6,4.3,2.1,8.6,0.4,16.7,1146,Alex Lange
358,2023,656657,"Logue, Zach",76,-0.01327,18.2,1.7,1.3,5.4,5.2,4.8,0.7,6.7,173,Zach Logue
359,2023,656730,"Megill, Trevor",113,0.00856,20.7,0.5,0.5,3.2,2.3,4.4,0.2,15.0,614,Trevor Megill
360,2023,656731,"Megill, Tylor",93,-0.00319,18.3,1.3,1.3,4.9,3.3,6.8,0.5,12.7,2235,Tylor Megill
361,2023,656756,"Montgomery, Jordan",93,-0.00298,13.5,1.2,1.2,4.3,3.5,6.4,1.2,11.3,3374,Jordan Montgomery
362,2023,656786,"Mushinski, Parker",98,-0.00032,15.9,0.9,0.8,4.0,3.9,5.7,0.4,10.7,255,Parker Mushinski
363,2023,656794,"Newcomb, Sean",83,-0.00901,18.6,1.9,1.6,4.7,5.2,5.4,0.6,10.3,280,Sean Newcomb
364,2023,656814,"Ortiz, Luis F.",103,0.00261,18.9,1.1,1.0,5.0,4.8,7.2,0.6,12.8,299,Luis F. Ortiz
365,2023,656818,"Overton, Connor",87,-0.00701,18.0,1.9,1.2,5.3,4.8,6.3,1.3,12.0,200,Connor Overton
366,2023,656820,"Padilla, Nicholas",92,-0.00401,16.4,1.1,1.5,5.0,3.3,7.7,0.8,11.1,100,Nicholas Padilla
367,2023,656849,"Peterson, David",96,-0.00142,15.7,1.1,1.3,5.1,3.7,6.8,0.7,13.5,1964,David Peterson
368,2023,656876,"Rasmussen, Drew",112,0.00769,21.0,1.2,1.0,5.2,4.6,7.6,0.8,17.6,674,Drew Rasmussen
369,2023,656887,"Reid-Foley, Sean",106,0.00451,21.0,1.2,0.7,3.8,3.8,4.1,0.3,16.7,164,Sean Reid-Foley
370,2023,656945,"Scott, Tanner",124,0.01471,18.3,0.2,0.1,2.3,2.5,3.1,1.5,16.6,1217,Tanner Scott
371,2023,656970,"Smeltzer, Devin",85,-0.0077,15.3,1.5,1.4,4.5,4.5,4.6,1.3,9.6,361,Devin Smeltzer
372,2023,656981,"Solomon, Peter",90,-0.0052,17.3,1.7,1.5,4.5,4.5,6.1,0.4,12.3,236,Peter Solomon
373,2023,656986,"Sousa, Bennett",97,-0.00113,17.0,1.3,1.3,3.7,3.4,4.9,0.3,13.8,140,Bennett Sousa
374,2023,657006,"Steele, Justin",105,0.00365,20.0,0.6,0.5,5.8,4.3,7.7,1.4,11.5,2587,Justin Steele
375,2023,657024,"Swanson, Erik",113,0.00819,19.0,1.0,0.7,3.4,4.3,4.8,1.2,15.5,1086,Erik Swanson
376,2023,657031,"Taylor, Josh",99,0.00052,16.6,1.5,1.1,4.3,4.5,5.5,1.0,14.7,341,Josh Taylor
377,2023,657044,"Thompson, Ryan",105,0.00367,14.5,0.2,0.4,3.1,2.4,8.2,0.2,7.3,589,Ryan Thompson
378,2023,657053,"Toussaint, Touki",98,-0.00036,15.8,1.0,0.8,4.8,2.5,8.2,0.7,12.4,1595,Touki Toussaint
379,2023,657097,"Webb, Jacob",114,0.00907,17.5,0.8,0.7,2.7,4.9,3.1,0.5,14.9,966,Jacob Webb
380,2023,657140,"Wright, Kyle",91,-0.00464,17.4,1.1,0.9,5.7,2.9,10.1,0.7,9.5,575,Kyle Wright
381,2023,657240,"Merryweather, Julian",116,0.00989,20.3,0.9,0.9,4.3,3.5,6.3,0.4,19.2,1214,Julian Merryweather
382,2023,657248,"Otto, Glenn",110,0.00667,15.9,1.0,1.0,3.2,5.4,3.2,0.6,16.0,192,Glenn Otto
383,2023,657265,"Strzelecki, Peter",105,0.00389,18.3,0.9,0.7,3.7,4.4,5.3,0.9,11.6,653,Peter Strzelecki
384,2023,657277,"Webb, Logan",113,0.00833,18.0,0.6,0.4,3.8,1.7,10.3,0.6,13.0,3180,Logan Webb
385,2023,657376,"Schmidt, Clarke",99,0.00035,20.1,1.4,1.1,5.3,4.8,7.2,0.9,13.2,2709,Clarke Schmidt
386,2023,657424,"Gage, Matt",112,0.00781,19.2,0.9,0.5,4.9,4.6,6.6,1.4,15.2,119,Matt Gage
387,2023,657508,"Baumann, Mike",107,0.00465,20.9,1.3,1.0,3.9,4.1,5.6,0.3,16.3,1069,Mike Baumann
388,2023,657514,"Bernardino, Brennan",81,-0.01031,13.5,1.0,0.8,4.3,3.7,4.1,0.6,5.8,863,Brennan Bernardino
389,2023,657571,"Ferguson, Caleb",104,0.00293,22.9,1.3,1.0,4.9,4.9,5.3,1.0,14.9,1093,Caleb Ferguson
390,2023,657585,"Garrett, Reed",104,0.00322,21.9,1.5,1.0,4.9,4.6,7.6,0.9,15.2,347,Reed Garrett
391,2023,657612,"Hill, Tim",103,0.00259,18.3,0.3,0.1,2.6,2.1,7.2,0.3,5.0,716,Tim Hill
392,2023,657746,"Ryan, Joe",101,0.0012,18.1,1.3,1.0,3.6,4.8,4.5,0.7,12.9,2709,Joe Ryan
393,2023,657756,"Seabold, Connor",81,-0.01041,19.1,2.2,1.5,5.1,5.5,5.6,1.0,10.4,1562,Connor Seabold
394,2023,658648,"Avila, Pedro",92,-0.00376,18.3,1.3,1.4,5.1,3.9,7.3,1.1,11.0,895,Pedro Avila
